title,artist,album,lyrics,original description,New Description
Permission to Dance,방탄소년단,Butter / Permission to Dance,"It’s the thought of being young
When your heart’s just like a drum
Beating louder with no way to guard it
When it all seems like it’s wrong
Just sing along to Elton John
And to that feeling, we’re just getting started

When the nights get colder
And the rhythms got you falling behind
Just dream about that moment
When you look yourself right in the eye, eye, eye
Then you say

I wanna dance
The music’s got me going
Ain’t nothing that can stop how we move yeah
Let’s break our plans
And live just like we’re golden
And roll in like we’re dancing fools

We don’t need to worry
‘Cause when we fall we know how to land
Don’t need to talk the talk, just walk the walk tonight
‘Cause we don’t need permission to dance

There’s always something that’s standing in the way
But if you don’t let it faze ya
You’ll know just how to break
Just keep the right vibe yeah
‘Cause there’s no looking back
There ain’t no one to prove
We don’t got this on lock yeah

The wait is over
The time is now so let’s do it right
Yeah we’ll keep going
And stay up until we see the sunrise
And we’ll say

I wanna dance
The music’s got me going
Ain’t nothing that can stop how we move yeah
Let’s break our plans
And live just like we’re golden
And roll in like we’re dancing fools

We don’t need to worry
‘Cause when we fall we know how to land
Don’t need to talk the talk, just walk the walk tonight
‘Cause we don’t need permission to dance

Da na na na na na na
Da na na na na na na
Da na na na na na na
No, we don’t need permission to dance

Da na na na na na na
Da na na na na na na
Da na na na na na na

Well let me show ya
That we can keep the fire alive
‘Cause it’s not over
Till it’s over say it one more time
Say

I wanna dance
The music’s got me going
Ain’t nothing that can stop how we move yeah
Let’s break our plans
And live just like we’re golden
And roll in like we’re dancing fools

We don’t need to worry
‘Cause when we fall we know how to land
Don’t need to talk the talk, just walk the walk tonight
‘Cause we don’t need permission to dance","어떠한 제약도, 한계도 없이 그저 푸른 하늘과 드넓은 바다를 연상하게 만드는 <Permission to Dance>. 맑은 멜로디 위로 흐르는 가사는 힘든 하루를 보낸 모두를 향해 심장의 리듬에 맞춰 몸을 움직여 보라며 어깨를 토닥인다.

힘든 상황이지만 춤과 노래를 통해 자유와 행복을 찾자'라는 힘찬 응원, '그럼에도 삶은 계속된다'라는 차분한 위로를 뛰어넘어, ""춤추는 데 허락은 필요 없다""라며 각자 심장의 리듬에 귀 기울이자는 <Permission to Dance>의 메시지는 진취적이며, 직설적이다. 방탄소년단은 ""우린 이제 시작이야(we're just getting started)"", ""그냥 찬란하게 살자(live just like we're golden)"", ""기다림은 끝났어 / 지금이야 그러니까 제대로 즐겨보자(The wait is over / The time is now so let's do it right)""라는 가사를 통해 다시 시작할 수 있는 용기, 신나게 춤출 수 있는 힘을 북돋워 준다.","젊음의 감성과 자유로운 춤으로 마음을 치유하는 곡. 용기를 주고 신나게 춤추며 행복을 찾아가는 메시지를 전달한다. ""허락 없이 춤추자""라는 자유로운 마음가짐을 담은 곡."
추억은 만남보다 이별에 남아,정동하,추억은 만남보다 이별에 남아,"아득한 시간 속에 아직
우리 사랑이 남아있을까
멀어지던 그날의 너를 따라 걸어도
텅 빈 거리엔 미움만
너의 흔적을 마주칠 때마다
익숙함 속에 떠나보내던
소중했던 모든 날들은
후회로 남아
이렇게 또 내게 다가오나 봐
멍하니 혼자 남아
나도 모르게 널 그리워하다
떠오르는 네 생각에 하루를 살아
선명했던 우리의
추억은 만남보다 이별에 남아
여전히 너를 사랑하게 하나 봐
그날처럼
저녁 빛에 밤이 물들면
길게 늘어진 그림자처럼
흩어질 듯 더 커져가는 너의 모습은
아직도 내 안에 가득한가 봐
멍하니 혼자 남아
나도 모르게 널 그리워하다
떠오르는 네 생각에 하루를 살아
선명했던 우리의
추억은 만남보다 이별에 남아
여전히 너를
사랑하고 있나 봐 바보처럼
흩날리는 기억의 모든 순간마다 너를
매일 이렇게 불러본다
꼭 한 번쯤 너에게 해주고 싶었던 말
너무 사랑했다고
다시는 너를 떠나지 않겠다고
여전히 너를 사랑하고 있다고
그날 보다","이별'이라는 그 짧은 한 마디에
두 사람이 만나 연인이 되어 사랑했던 수많은 날들이 흩날려,
마치 거짓말이었던 것처럼 남보다 못한 사이로 남아 흩어진다.

이 노래에서 정동하는
그 한순간의 이별 후 느낄 수 있는 가장 솔직한 감정을 노래했다.

'멀어지던 그날의 너를 따라 걸어도 텅 빈 거리엔 미움만'
'저녁 빛에 밤이 물들면 길게 늘어진 그림자처럼 더 커져가는 너의 모습'

시적인 가사를 덤덤히 풀어내기 위해
오랜 시간 고민한 정동하의 호소력 짙은 목소리는
어떤 이들에게는 향수로,
어떤 이들에게는 새로움으로 다가온다.

만남은 길고 이별은 짧았던 사랑을 담아낸
‘추억은 만남보다 이별에 남아’.
이별 후 힘들어하는 이들에게 깊은 위로를 건넨다.","가사 속에는 이별 후에도 남아있는 사랑의 감정을 솔직하게 표현한 곡입니다. 이별의 아픔과 그리움을 담은 노래로, 추억은 만남보다 이별에 남아 여전히 사랑하는 마음을 전합니다. 이별의 아픔을 깊이 느끼는 이들에게 위로와 공감을 전하는 곡입니다."
낙하 (with 아이유),AKMU (악뮤),NEXT EPISODE,"말했잖아 언젠가
이런 날이 온다면
난 널 혼자
내버려두지 않을 거라고

죄다 낭떠러지야, 봐
예상했던 것보다
더 아플지도 모르지만

내 손을 잡으면
하늘을 나는 정도
그 이상도 느낄 수 있을 거야

눈 딱 감고 낙하- 하-
믿어 날 눈 딱 감고 낙하
눈 딱 감고 낙하- 하-
믿어 날 눈 딱 감고 낙하


초토화된 곳이든
뜨거운 불구덩이든
말했잖아 언젠가 그런 날에
나는 널 떠나지 않겠다고

죄다 낭떠러지야, 봐
예상했던 것보다
더 아플지도 모르지만

내 눈을 본다면
밤하늘의 별이 되는
기분을 느낄 수 있을 거야

셋 하면 뛰어 낙하- 하-
핫 둘 셋 숨 딱 참고 낙하
셋 하면 뛰어 낙하- 하-
핫 둘 셋 숨 딱 참고 낙하




Ooh show how we love
보여주자 웃을 준비를 끝낸 그들에게
아무것도 우리를 망가뜨리지 못해


눈 딱 감고 낙하- 하-
믿어 날 눈 딱 감고 낙하
셋 하면 뛰어 낙하- 하-
핫 둘 셋 숨 딱 참고 낙하","개인이 해결할 수 없는 상황이나, 남들의 기준과 시선, 개인의 아픔 등으로부터 굴복하지 않고 내면의 단단함을 잃지 않고자 하는 의지의 이야기이며, 어려운 상황 속에서도 함께 희망을 찾고 결국 우리가 꿈꾸는 목적지로 도달할 수 있다는 위로와 희망의 메시지이다.",어려운 상황에서도 희망을 찾고 싶어하는 강한 의지를 담은 곡. 내면의 강인함을 유지하며 꿈을 향해 나아가는 결단력을 표현하고 있다. 함께 어려움을 이겨내고 더 높은 곳을 향해 뛰어가자는 메시지를 전달한다.
이제 나만 믿어요,임영웅,내일은 미스터트롯 우승자 특전곡,"무얼 믿은 걸까 부족했던 내게서
나조차 못 믿던 내게 여태 머문 사람
무얼 봤던 걸까 가진 것도 없던 내게
무작정 내 손을 잡아 날 이끈 사람
최고였어
그대 눈 속에 비친 내 모습
이제는 내게서 그댈 비춰줄게
궂은 비가 오면
세상 가장 큰 그대 우산이 될게
그댄 편히 걸어가요
걷다가 지치면
내가 그대를 안고 어디든 갈게
이제 나만 믿어요
나만 두고 가던
나만 스쳐 간 행운이 모여
그대가 되어서 내게 와준 거야
궂은 비가 오면
세상 가장 큰 그대 우산이 될게
그댄 편히 걸어가요
걷다가 지치면
내가 그대를 안고 어디든 갈게
이제 나만 믿어요
나의 마지막 주인공이 되어
다신 누구 앞에서도
그대는 고개 숙이지 마요
내가 보지 못했던 홀로 고단했던 시간
고맙고 미안해요 사랑해요
이 세상은
우리를 두고 오랜 장난을 했고
우린 속지 않은 거야
이제 울지 마요
좋을 땐 밤새도록 맘껏 웃어요
전부 그대 꺼니까
그대는 걱정 말아요
이제 나만 믿어요",“이제 나만 믿어요”는 스탠다드 팝발라드와 트로트가 만나 완성된 곡으로 사랑하는 사람에게 전하는 진심 어린 고마움을 표현한 곡이다.,사랑하는 사람에게 마음을 전하는 진심 어린 고백과 감사의 노래. 함께 걷다가 힘들 때는 내가 당신을 지켜줄게. 함께라면 모든 어려움을 이겨낼 수 있다는 희망을 담은 곡.
사실 나는 (Feat.전건호),경서예지,사실 나는,"그땐 우리 둘 다 철없이
어리기만 했나 봐
태어나 처음 설레는
너를 만나서 세상에 부러울 거
하나 없이 좋았어
매일 너만 기다렸어
행복한 시간뿐이었어
너에게 받은 만큼
잘해주지 못해서 미안해
사실 나는 니가 보고 싶어
겉으로는 티 안 나게
사람들과 웃곤 해도
정말 많이 그리워
상처 줬던 말과 행동들
전부 미안해 후회돼
아직 니 생각뿐이야
그땐 나도 너무 어려서
사랑을 몰랐나 봐
태어나 처음 설레는
너를 만나서 세상에 부러울 거
하나 없이 좋았어
나도 너만 기다렸어
꿈같던 시간뿐이었어
너에게 사랑 주는 게
그렇게 좋았었어
사실 나도 많이 보고 싶어
겉으로는 티 안 나게
사람들과 어울려도
정말 니가 그리워
상처 줬던 말과 행동들
전부 미안해 후회돼
모두 되돌리고 싶어
더 잘해주고 아껴줬다면
내 곁에 있을까
헤어지기 전으로 돌아간다면
좀 더 노력하고 애쓸 텐데
이렇게 아플 걸 알면
절대 놓지 않을 텐데
정말 잘해줄 텐데
혹시 너도 그리웠다면
조금 니 맘도 내 맘과
같은 마음뿐이라면
당장 달려가 널 안고서
말하고 싶어 아직은
널 지우지 못한다고
널 보내기는 싫다고
후회하기는 싫다고
돌아와 줄래
나에겐 너뿐이라고
내겐","‘사실 나는’은 헤어진 연인의 솔직한 그리움과 후회의 감정을 여자와 남자의 입장에서 표현한 곡으로 “사실 나는”, “사실 나도”라는 말로 각각의 첫 후렴구를 이끌며 이별을 경험해 본 사람이라면 누구나 공감할 이야기를 하고 있는 노래이다.",이별 후의 솔직한 그리움과 후회를 표현한 곡. 사랑하는 사람에게 아직 말하지 못한 마음을 담았다.
다정히 내 이름을 부르면,"경서예지, 전건호",다정히 내 이름을 부르면 (경서예지 x 전건호),"끝없이 별빛이 내리던 밤
기분 좋은 바람이
두 뺨을 스치고
새벽 바다 한곳을 보는
아름다운 너와 나
그림을 그려갔어
모래 위 떨린 손끝으로
날 향해 웃어주는 입술
끝 모양과 저 달보다
사랑스러운 두 눈을 가진 네가
다정히 내 이름을
부르면 내 마음이
녹아내려 언제나
나 하날 위해 준비된
선물 같아 널 안으면
잠들지 않는 바다 위를
너와 함께 걷는 거 같아
하늘 아래 너와 나
남은 내 모든 날을 너에게
다 줘도 안 아까워
이제서야 내가
사랑에 눈을 뜬 건 가봐
경험하지 못했고
믿기지 않는 일만
일어나고 있는 거 아니
5월에 피는 봄꽃 처럼
내 사랑도 피어나
부는 바람에 살며시 실어 보내
다정히 내 이름을
부르면 내 마음이
녹아내려 언제나
나 하날 위해 준비된
선물 같아 널 안으면
잠들지 않는 바다 위를
너와 함께 걷는 거 같아
하늘 아래 너와 나
설레는 지금이
꿈이 아닌 걸 알잖아
난 더 바랄 게 없어
먼 훗날 내 생애
아주 작은 소리로
귓가에 말할 거야
내 곁에 머물러줘서
마음 다해 고맙다고
어떤 말로도 표현 못 할
내 인생의 전부였다고
이 순간 너를 꼭 안고
고백할게 언제나
우리 모든 날들과
별빛 아래 우리 그림자
제일로 특별하다고
길고 긴 겨울 끝을 지나
너의 앞에 서있는 지금
선명한 목소리로
널 사랑한다고
말할게","무겁지 않으면서도 설레는 진심이 느껴지는 2021년 그들의 사랑 이야기. 경서예지, 전건호가 부르는 ‘다정히 내 이름을 부르면’은 듣는 이들에게 봄처럼 따뜻한 설렘을 선사할 예정이다..","가사 속에 담긴 순수한 사랑 이야기를 담은 곡으로, 봄처럼 따뜻한 설레임을 전해주는 경서예지와 전건호의 목소리가 아름다운 '다정히 내 이름을 부르면'. 사랑하는 이에게 바치는 진심 어린 고백과 행복한 순간을 담은 곡이다."
On The Ground,로제 (ROSÉ),R,"My life's been magic seems fantastic
I used to have a hole in the wall with a mattress
It’s funny when you want it
Suddenly you have it
You find out that your gold’s just plastic

Every day every night
I’ve been thinking back on you and I
Every day every night

I worked my whole life
Just to get right just to be like
Look at me I’m never coming down

I worked my whole life
Just to get high just to realize
Everything I need is on the
Everything I need is on the ground
On the ground
Everything I need is on the ground

Nah but they don’t hear me though (Yeah what goes up it must come down)
Nah but they don’t hear me though (You’re running out of time)

My world’s been hectic seems electric
But I’ve been waking up with your voice in my head
And I’m trying to send a message
And let you know that every single minute I’m without you I regret it

Every day every night I
’ve been thinking back on you and I
Every day every night

I worked my whole life
Just to get right just to be like
Look at me I’m never coming down

I worked my whole life
Just to get high just to realize
Everything I need is on the
Everything I need is on the ground
On the ground
Everything I need is on the ground

Nah but they don’t hear me though (Yeah what goes up it must come down)
Nah but they don’t hear me though (You’re running out of time)

I’m way up in the clouds
And they say I’ve made it now
But I figured it out
Everything I need is on the ground

Just drove by your house
So far from you now
But I figured it out
Everything I need is on the
Everything I need is on the ground

On the ground
Everything I need is on the ground
Nah but they don’t hear me though
On the ground
Nah but they don’t hear me though
Everything I need is on the ground","‘On The Ground’는 긴장감이 맴도는 기타 사운드로 시작된다. 곡이 진행될수록 더해지는 신비로운 사운드의 악기 편곡과 유려하게 흘러가는 로제의 보컬은 솔로 아티스트로써 그녀의 매력을 한층 더 돋보이게 하며 클라이맥스를 장식하는 시원한 드롭 파트는 듣는이로 하여금 지금껏 느껴보지 못한 새로운 쾌감을 선사한다.

난 항상 더 높은 곳을 바라보며 달려왔지만 정작 중요한 가치는 내 안에 있다는 메시지를 담고 있는 ‘On The Ground’의 가사는 이 시대를 살아가는 우리가 놓치고 있었던 것들을 다시 한번 깨닫게 한다.","""모든 것이 땅 위에 있다는 깨달음을 향한 여정을 담은 'On The Ground'. 과거의 허구와 현실, 그 사이에서 내면의 소중함을 발견하는 곡."""
힘든 건 사랑이 아니다,임창정,힘든 건 사랑이 아니다,"내가 널 떠났어야 했는데 왜 떠나야 하는지도 아는데
어떤 아무 말도 아무것도 줄 게 없는 내 곁에서 늘 조용히 손을 잡아준 그대
제발 나를 떠나 부디 너를 찾아 이젠 놔도 되는 너의 나를
분명 다시 돌아갈 수 있으니 더 늦기 전에 어서 나를 떠나가
왜 일찍 널 보낼 수 없었을까 살면서 너와 내가 죽어도 너와 내가 아닌 것을
누군가 그에겐 소중한 너인데 내 그늘에 가려 사랑받지 못해서 미안해
그만큼 받았으니 된 거야 내 생엔 없을 것 같던 그 사랑
어떤 아무 말도 아무것도 줄 게 없는 나일 텐데 또 그렇게 날 안아주는 그대
제발 나를 떠나 부디 너를 찾아 이젠 놔도 되는 너의 나를
분명 다시 돌이킬 수 있으니 더 늦기 전에 어서 나를 떠나가
더 일찍 널 보낼 수 없었을까 혹시나 너와 내가 영원한 너와 내가 맞을까 봐
누군가 그에겐 소중한 너인데 내가 되고 싶어 염치없이 지금까지 널 잡은 거야
떠나고 나면 우린 다 잃는 걸까 아냐 그저 제자리인 거야
우리 헤어지면 잠시 아파 정말 잠시일 거야 세상도 잘했다고 말할 거야
왜 일찍 널 보낼 수 없었을까 살면서 너와 내가 죽어도 너와 내가 아닌 것을
누군가 그에겐 소중한 너인데 내 그늘에 가려 사랑받지 못해서 미안해","임창정 정규 16집 타이틀 곡 ""힘든 건 사랑이 아니다""는 ‘임창정 16집 타이틀 선정단’의 직접 투표를 통한 압도적인 지지로 선정되었으며 임창정 본인이 재녹음을 수없이 할 만큼 애착을 갖고 탄생시킨 곡이다. 타이틀 선정단이 노래를 듣자마자 눈물을 흘릴 만큼 애절하고 가슴 아픈 사랑 이야기를 담고 있으며 ""또다시 사랑"" ""내가 저지른 사랑"" ""하루도 그대를 사랑한 적이 없었다"" 이후 귓가에 꽂히게 하는 중독성 강한 곡이다. 빗소리와 함께 피아노로 시작하는 전주는 리스너들로 하여금 감성에 빠져들게 하며 임창정의 독보적인 고음으로 빚어낸 후렴의 절정은 사랑하는 사람을 떠나보낼 수밖에 없는 슬픔을 극대화한다. 오랜 시간 함께 해온 히트 메이커 콤비 ‘임창정’과 ‘멧돼지’, 그리고 신예 프로듀서 ‘늑대’ 가 함께 만들어 낸 또 다른 역작으로, 국내 최고의 세션들이 참여해 최고의 퀄리티를 만들어 냈다.","가사 속에는 이별의 아픔과 후회, 사랑의 복잡한 감정이 담겨있습니다. 임창정의 감미로운 보이스와 애절한 가사가 결합된 이 곡은 사랑의 아픔을 표현한 곡으로, 이별의 아픔과 후회를 다룬 감성적인 곡입니다. 눈물을 자아내는 애잔한 이별 이야기를 피아노와 감성적인 멜로디로 전달합니다. 사랑하는 사람을 떠나보내야 하는 아픔을 섬세하게 그려냅니다. 최고의 세션들이 참여한 곡으로, 임창정의 감정을 따뜻하게 전달합니다."
이 밤을 빌려 말해요 (바른연애 길잡이 X 10CM),10CM,이 밤을 빌려 말해요 (바른연애 길잡이 X 10CM),"나의 두 눈에 제일 먼저 그대를 담고
가장 예쁜 말들로 그댈 미소 짓게 하고
바람이 차가운 오늘 밤
집에 돌아가는 길
또 그대 생각이 나요
늦은 이 밤 그대 괜찮다면
잠시 나와줄래요
이 밤을 보내기엔 아쉽잖아요
잠시라도 그댈 보고 싶은 내 맘을
이 밤을 빌려 말해요
유난히도 오늘 그대가 더 예뻐 보이고
웃음 짓던 그대 표정 자꾸 아른거려서
바람이 차가운 오늘 밤
집에 돌아가는 길
또 그대 생각이 나요
늦은 이 밤 그대 괜찮다면
잠시 나와줄래요
이 밤을 보내기엔 아쉽잖아요
잠시라도 그댈 보고 싶은 내 맘을
이 밤을 빌려 말해요
별거 아닌 말들이라도
그대와 함께라면
더 바랄 게 없어요
늦은 이 밤 그대 괜찮다면
잠시 나와줄래요
이 밤을 보내기엔 아쉽잖아요
잠시라도 그댈 보고 싶은 내 맘을
이 밤을 빌려 말해요","""이 밤을 빌려 말해요""는 바름이와 잠시도 떨어져 있기 싫은 마음을 담아낸 곡으로, 달콤한 음색으로 사랑받고 있는 10CM(십센치)가 가창에 참여하였다.
”늦은 이 밤 그대 괜찮다면 잠시 나와줄래요, 이 밤을 보내기엔 아쉽잖아요”라는 가삿말은 유연이의 솔직 담백한 성격을 그렸으며, 바름이를 향한 애정을 담아냈다.","사랑하는 사람을 그리워하는 밤, 10CM(십센치)의 달콤한 음색이 얹어진 곡. 바름이의 솔직하고 애절한 마음을 노래한 이 밤을 빌려 말해요. 함께한 그대와의 소중한 순간을 그리며 잠시나마 그리움을 털어놓는 곡."
LOVE DIVE,IVE (아이브),LOVE DIVE,"네가 참 궁금해 그건 너도 마찬가지
이거면 충분해 쫓고 쫓는 이런 놀이
참을 수 없는 이끌림과 호기심
묘한 너와 나 두고 보면 알겠지

Woo 눈동자 아래로
Woo 감추고 있는 거
Woo yeah It’s so bad It’s good
난 그 맘을 좀 봐야겠어

Narcissistic, my god I love it
서로를 비춘 밤
아름다운 까만 눈빛 더 빠져 깊이
(넌 내게로 난 네게로)
숨 참고 love dive

Woo lalalalalalala
Woo 어서 와서 love dive
Woo oh perfect sacrifice yeah
숨 참고 love dive

마음은 이렇게 알다가도 모르지
사랑이라는 건 한순간에 필 테니
직접 들어와 두 눈으로 확인해
내 맘 가장 깊은 데로 오면 돼

Woo 망설일 시간은
Woo 3초면 되는 걸
Woo yeah It’s so bad It’s good
원하면 감히 뛰어들어

Narcissistic, my god I love it
서로를 비춘 밤
아름다운 까만 눈빛 더 빠져 깊이
(넌 내게로 난 네게로)
숨 참고 love dive

Woo lalalalalalala
Woo 어서 와서 love dive
Woo oh perfect sacrifice yeah
숨 참고 love dive

숨 참고 love dive
숨 참고 love dive
숨 참고 love dive
숨 참고 love dive

Woo lalalalalalala
Woo 어서 와서 love dive
Woo oh perfect sacrifice yeah
숨 참고 love dive","중독성 있는 후렴구와 퍼커션 사운드가 주를 이룬 다크 모던 팝 장르의 곡이다.
파워풀한 트랙 위에 저음과 고음을 오가는 에너제틱 한 탑라인이 곡의 다채로운 분위기를 담아냈으며, 하나의 컬러로 정의할 수 없는 아이브의 다채로운 매력을 음악이라는 장르에 담고 자기애를 과시하듯 ‘주체성’이라는 통일된 메시지를 외친다.
기승전결에 따라 분위기가 혼합돼 파트마다 반전의 느낌을 주는 아이브 고유의 컬러가 강조된 곡이다. '직접 들어와 두 눈으로 확인해' '내 맘 가장 깊은 데로 오면 돼' '망설일 시간은 3초면 되는 걸’ 원하면 감히 뛰어들어' 등 사랑할 용기가 있다면 언제든지 뛰어들어보라는 당당한 매력이 주체적인 노랫말 속에 고스란히 담겨있으며, 새로운 시대의 큐피드를 재해석한 가사 등이 'Z세대 워너비' 아이브의 비주얼과 퍼포먼스에 더욱 힘을 실어준다.",자기애를 과시하듯 '주체성'이란 메시지를 외치는 아이브의 다채로운 매력이 돋보이는 곡. 사랑에 대한 용기를 불러일으키는 파워풀한 퍼커션과 저고음과 고음이 어우러진 에너제틱한 탑라인이 독특한 분위기를 만들어냄. 사랑을 위한 용기를 찾으려는 이들에게 당당한 메시지를 전하는 곡이다.
TOMBOY,(여자)아이들,I NEVER DIE,"Look at you 넌 못 감당해 날
Ya took off hook
기분은 Coke like brrr
Look at my toe
나의 Ex 이름 Tattoo
I got to drink up now
네가 싫다 해도 좋아

Why are you cranky, boy?
뭘 그리 찡그려 너
Do you want a blond barbie doll?
It’s not here, I’m not a doll

미친 연이라 말해
What’s the loss to me ya
사정없이 까보라고
You’ll lose to me ya
사랑 그깟 거 따위
내 몸에 상처 하나도 어림없지
너의 썩은 내 나는 향수나 뿌릴 바엔

Ye I’m a Tomboy (Umm ah umm)
Ye I’ll be the Tomboy (Umm ah)
This is my attitude
Ye I’ll be the Tomboy

I don’t wanna play this ping pong
I would rather film a Tik Tok
Your mom raised you as a prince
But this is queendom, right?
I like dancing, I love ma friends
Sometimes we swear
without cigarettes
I like to eh on drinking whiskey
I won’t change it, what the hell?

미친 척이라 말해
What’s the loss to me ya
사정없이 씹으라고
You’re lost to me ya
사랑 그깟 거 따위
내 눈에 눈물 한 방울 어림없지
너의 하찮은 말에 미소나 지을 바엔

Ye I’m a Tomboy (Umm ah umm)
Ye I’ll be the Tomboy (Umm ah)
This is my attitude
Ye I’ll be the Tomboy

Said you get it?
You get the song right,
you’ll get what I mean “Tomboy”

La la la la la la la la la
La la la la la la la la la
La la la la la la la la la
La la la la la la la la la
Three, two, one

It’s neither man nor woman
Man nor woman
It’s neither man nor woman
Just me I-DLE

It’s neither man nor woman
Man nor woman
It’s neither man nor woman
Just me loving Tomboy","‘TOMBOY’는 (여자)아이들 특유의 당당한 애티튜드가 마음껏 드러나는 곡으로, “I’m not a doll”, “Just me I-DLE”과 같은 직설적인 가사가 듣는 이로 하여금 통제 불가능한 괴짜 캐릭터를 떠올리게 하며 한층 과감한 매력을 선사한다. 아울러 (여자)아이들의 유니크한 보이스와 거칠고 웅장한 악기 사운드가 어우러진 훅, 분위기가 고조된 순간 흘러나오는 중독성 넘치는 변주 구간 또한 이 곡의 관전 포인트다.","'톰보이'는 (여자)아이들의 당당한 애티튜드가 돋보이는 곡으로, 자신을 솔직하게 표현하는 가사와 독특한 매력이 돋보입니다. 유니크한 보컬과 강렬한 악기 사운드가 어우러진 중독성 있는 멜로디는 이 곡의 매력을 한층 더 부각시키고 있습니다. 함께 춤추고 친구들과 즐기는 모습과 솔직한 자신을 지키는 태도를 담은 '톰보이'는 (여자)아이들만의 고유한 매력을 선보이는 곡입니다."
취중고백,김민석,취중고백,"뭐하고 있었니 늦었지만
잠시 나올래
너의 집 골목에 있는
놀이터에 앉아 있어
친구들 만나서 오랜만에
술을 좀 했는데
자꾸만 니 얼굴 떠올라
무작정 달려왔어
이 맘 모르겠니
요즘 난 미친 사람처럼
너만 생각해
대책없이 네가 점점 좋아져
아냐 안 취했어 진짜야
널 정말 사랑해
눈물이 날만큼 원하고 있어
정말로 몰랐니
가끔 전화해 장난치듯
주말엔 뭐할거냐며
너의 관심 끌던 나를
그리고 한번씩 누나 주려 샀는데
너 그냥 준다고
생색 낸 선물도 너 때문에 산거야
이 맘 모르겠니
요즘 난 미친 사람처럼
너만 생각해
대책없이 네가 점점 좋아져
아냐 안 취했어 진짜야
널 정말 사랑해
진심이야 믿어줘
갑자기 이런 말 놀랐다면 미안해
부담이 되는게 당연해
이해해 널
하지만 내 고백도 이해해 주겠니 oh
지금 당장 대답하진마
나와 일주일만 사귀어줄래
후회없이 잘 해주고 싶은데
그 후에도 니가 싫다면
나 그때 포기할게
귀찮게 안할게 혼자 아플게
진심이야 너를 사랑하고 있어",보컬 “김민석 (멜로망스)” 만의 진솔함을 담은 매력적인 목소리와 어쿠스틱 사운드에 풀어지는 진심의 가삿말이 조화를 이루며 아주 특별한 고백송으로 완성되었다.,한 순간에 당신을 사랑하게 된 노래. 진심을 전하는 김민석의 목소리와 어쿠스틱 사운드가 만나 특별한 고백송으로 탄생했다.
사랑인가 봐,멜로망스,사랑인가 봐 (사내맞선 OST 스페셜 트랙),"너와 함께 하고 싶은 일들을
상상하는 게
요즘 내 일상이 되고
너의 즐거워하는 모습을 보고 있으면
자연스레 따라 웃고 있는 걸
너의 행동에 설레어하고 뒤척이다가
지새운 밤이 많아지는데
이건 누가 봐도 사랑일 텐데
종일 함께면 질릴 텐데
나 돌아서도 온통 너인 건
아무래도 사랑인가 봐
점점 너와 하고 싶은 일들 생각하면서
하룰 보낸 날이 많아지는데
이건 누가 봐도 사랑일 텐데
종일 함께면 질릴 텐데
나 돌아서도 온통 너인 건
아무래도 사랑인가 봐
너의 행복해하는 모습을 보고 있으면
나도 모르게 따라 웃는데
이 정도면 알아줄 만하잖아
너도 용기 낼만 하잖아
나만 이런 게 아니라면
우리 만나볼 만하잖아
아무래도 사랑인가 봐","사랑인가 봐'는 ‘멜로망스’가 가창은 물론 작사, 작곡에도 참여한 미디움 템포의 러브 테마송이다. 누군가와 사랑에 빠져 상대방의 작은 행동에도 의미 부여하며 설레하고 행복해하는 감정 변화를 표현한 곡으로, 포근함을 담은 김민석의 음색과 유려한 정동환의 피아노 연주가 더해져 곡의 완성도를 높였다.",사랑에 빠져 변화하는 감정을 표현한 미디움 템포 러브 송. 상대방과 함께하는 모든 순간이 특별하고 행복한 것처럼 느껴진다.
사랑은 늘 도망가,임영웅,신사와 아가씨 OST Part.2,"눈물이 난다 이 길을 걸으면
그 사람 손길이 자꾸 생각이 난다
붙잡지 못하고 가슴만 떨었지
내 아름답던 사람아
사랑이란 게 참 쓰린 거더라
잡으려 할수록 더 멀어지더라
이별이란 게 참 쉬운 거더라
내 잊지 못할 사람아
사랑아 왜 도망가
수줍은 아이처럼
행여 놓아버릴까 봐
꼭 움켜쥐지만
그리움이 쫓아 사랑은 늘 도망가
잠시 쉬어가면 좋을 텐데
바람이 분다 옷깃을 세워도
차가운 이별의 눈물이 차올라
잊지 못해서 가슴에 사무친
내 소중했던 사람아
사랑아 왜 도망가
수줍은 아이처럼
행여 놓아버릴까 봐
꼭 움켜쥐지만
그리움이 쫓아 사랑은 늘 도망가
잠시 쉬어가면 좋을 텐데
기다림도 애태움도 다 버려야 하는데
무얼 찾아 이 길을 서성일까
무얼 찾아 여기 있나
사랑아 왜 도망가
수줍은 아이처럼
행여 놓아버릴까 봐
꼭 움켜쥐지만
그리움이 쫓아 사랑은 늘 도망가
잠시 쉬어가면 좋을 텐데
잠시 쉬어가면 좋을 텐데","사랑은 늘 도망가'는 감성 발라더 이문세의 노래로, 어쿠스틱하고 담백한 원곡의 느낌을 최대한 유지하면서도 임영웅만의 감정선이 잘 전달될 수 있도록 작곡가 한밤(midnight)이 새롭게 편곡했다.",사랑의 아픔과 그리움을 담은 감성 발라드. 임영웅의 감정이 깊게 전해지는 곡.
